id_1,rede_1,nome_1,id_2,rede_2,nome_2,distancia_km,estado
991,Smartfit,Boulevard 28,996,Smartfit,Av. Maracanã II,0.837,Rio de Janeiro
992,Smartfit,Rua Conde de Bonfim I,996,Smartfit,Av. Maracanã II,0.936,Rio de Janeiro
998,Smartfit,Barão da Torre,1000,Smartfit,Visconde de Pirajá,0.702,Rio de Janeiro
998,Smartfit,Barão da Torre,1001,Smartfit,Ipanema,0.781,Rio de Janeiro
1000,Smartfit,Visconde de Pirajá,1001,Smartfit,Ipanema,0.115,Rio de Janeiro
1000,Smartfit,Visconde de Pirajá,1003,Smartfit,Francisco Sá,0.879,Rio de Janeiro
1001,Smartfit,Ipanema,1003,Smartfit,Francisco Sá,0.772,Rio de Janeiro
1002,Smartfit,Humaitá,1005,Smartfit,Voluntários da Pátria II,0.82,Rio de Janeiro
1003,Smartfit,Francisco Sá,1006,Smartfit,Nsa. Copacabana 928,0.894,Rio de Janeiro
1004,Smartfit,Pompeu Loureiro,1006,Smartfit,Nsa. Copacabana 928,0.321,Rio de Janeiro
1004,Smartfit,Pompeu Loureiro,1007,Smartfit,Nsa. Copacabana 749,0.455,Rio de Janeiro
1004,Smartfit,Pompeu Loureiro,1008,Smartfit,Barata Ribeiro,0.566,Rio de Janeiro
1004,Smartfit,Pompeu Loureiro,1009,Smartfit,Nsa. Copacabana 690,0.596,Rio de Janeiro
1004,Smartfit,Pompeu Loureiro,1011,Smartfit,Copacabana Siqueira Campos,0.941,Rio de Janeiro
1004,Smartfit,Pompeu Loureiro,1514,Skyfit,COPACABANA (RJ),0.574,Rio de Janeiro
1005,Smartfit,Voluntários da Pátria II,1010,Smartfit,Voluntários da Pátria I,0.634,Rio de Janeiro
1006,Smartfit,Nsa. Copacabana 928,1007,Smartfit,Nsa. Copacabana 749,0.395,Rio de Janeiro
1006,Smartfit,Nsa. Copacabana 928,1008,Smartfit,Barata Ribeiro,0.647,Rio de Janeiro
1006,Smartfit,Nsa. Copacabana 928,1009,Smartfit,Nsa. Copacabana 690,0.595,Rio de Janeiro
1006,Smartfit,Nsa. Copacabana 928,1514,Skyfit,COPACABANA (RJ),0.567,Rio de Janeiro
1007,Smartfit,Nsa. Copacabana 749,1008,Smartfit,Barata Ribeiro,0.294,Rio de Janeiro
1007,Smartfit,Nsa. Copacabana 749,1009,Smartfit,Nsa. Copacabana 690,0.203,Rio de Janeiro
1007,Smartfit,Nsa. Copacabana 749,1011,Smartfit,Copacabana Siqueira Campos,0.659,Rio de Janeiro
1007,Smartfit,Nsa. Copacabana 749,1013,Smartfit,Tonelero,0.936,Rio de Janeiro
1007,Smartfit,Nsa. Copacabana 749,1514,Skyfit,COPACABANA (RJ),0.174,Rio de Janeiro
1008,Smartfit,Barata Ribeiro,1009,Smartfit,Nsa. Copacabana 690,0.154,Rio de Janeiro
1008,Smartfit,Barata Ribeiro,1011,Smartfit,Copacabana Siqueira Campos,0.391,Rio de Janeiro
1008,Smartfit,Barata Ribeiro,1013,Smartfit,Tonelero,0.729,Rio de Janeiro
1008,Smartfit,Barata Ribeiro,1514,Skyfit,COPACABANA (RJ),0.166,Rio de Janeiro
1009,Smartfit,Nsa. Copacabana 690,1011,Smartfit,Copacabana Siqueira Campos,0.461,Rio de Janeiro
1009,Smartfit,Nsa. Copacabana 690,1013,Smartfit,Tonelero,0.736,Rio de Janeiro
1009,Smartfit,Nsa. Copacabana 690,1514,Skyfit,COPACABANA (RJ),0.029,Rio de Janeiro
1010,Smartfit,Voluntários da Pátria I,1014,Smartfit,Bambina,0.666,Rio de Janeiro
1010,Smartfit,Voluntários da Pátria I,1015,Smartfit,Rua da Passagem,0.933,Rio de Janeiro
1011,Smartfit,Copacabana Siqueira Campos,1013,Smartfit,Tonelero,0.389,Rio de Janeiro
1011,Smartfit,Copacabana Siqueira Campos,1514,Skyfit,COPACABANA (RJ),0.489,Rio de Janeiro
1013,Smartfit,Tonelero,1514,Skyfit,COPACABANA (RJ),0.764,Rio de Janeiro
1014,Smartfit,Bambina,1015,Smartfit,Rua da Passagem,0.984,Rio de Janeiro
1016,Smartfit,Rua Riachuelo,1022,Smartfit,Praça Passeio Público,0.805,Rio de Janeiro
1017,Smartfit,Largo do Machado,1019,Smartfit,Marquês de Abrantes,0.308,Rio de Janeiro
1017,Smartfit,Largo do Machado,1020,Smartfit,Senador Vergueiro,0.623,Rio de Janeiro
1019,Smartfit,Marquês de Abrantes,1020,Smartfit,Senador Vergueiro,0.332,Rio de Janeiro
1021,Smartfit,Uruguaiana,1022,Smartfit,Praça Passeio Público,0.972,Rio de Janeiro
1021,Smartfit,Uruguaiana,1023,Smartfit,Metrô Carioca,0.437,Rio de Janeiro
1021,Smartfit,Uruguaiana,1736,Skyfit,CENTRO RIO – RIO DE JANEIRO (RJ),0.379,Rio de Janeiro
1022,Smartfit,Praça Passeio Público,1023,Smartfit,Metrô Carioca,0.593,Rio de Janeiro
1022,Smartfit,Praça Passeio Público,1736,Skyfit,CENTRO RIO – RIO DE JANEIRO (RJ),0.84,Rio de Janeiro
1023,Smartfit,Metrô Carioca,1736,Skyfit,CENTRO RIO – RIO DE JANEIRO (RJ),0.258,Rio de Janeiro
1029,Smartfit,Mariz e Barros,1030,Smartfit,João Pessoa,0.944,Rio de Janeiro
1035,Smartfit,Bucarein,1036,Smartfit,Shopping Estação Joinville,0.609,Santa Catarina
1047,Smartfit,Itaborai,1933,Panobianco,ITABORAÍ,0.364,Rio de Janeiro
1048,Smartfit,Maricá,1538,Skyfit,FLAMENGO – MARICÁ (RJ),0.112,Rio de Janeiro
1052,Smartfit,Divinópolis,1506,Skyfit,CENTRO DIVINÓPOLIS (MG),0.885,Minas Gerais
1055,Smartfit,Blumenau,1942,Panobianco,ITOUPAVA NORTE,0.606,Santa Catarina
1060,Smartfit,Quintino,1562,Skyfit,HUGO CABRAL (PR),0.451,Paraná
1060,Smartfit,Quintino,1974,Panobianco,LONDRINA CENTRO,0.471,Paraná
1063,Smartfit,Araçatuba,1439,Skyfit,ARAÇATUBA (SP),0.703,São Paulo
1067,Smartfit,Cabo Frio,1844,Panobianco,CABO FRIO,0.786,Rio de Janeiro
1079,Smartfit,Votuporanga,2174,Panobianco,VOTUPORANGA,0.545,São Paulo
1087,Smartfit,Rua Rio de Janeiro,1091,Smartfit,Shopping Cidade,0.993,Minas Gerais
1093,Smartfit,Horto,1432,Skyfit,ANDRADAS – BELO HORIZONTE (MG),0.888,Minas Gerais
1101,Smartfit,Venda Nova,1713,Skyfit,ALVARO CAMARGOS – BELO HORIZONTE (MG),0.923,Minas Gerais
1102,Smartfit,Estação BH,1713,Skyfit,ALVARO CAMARGOS – BELO HORIZONTE (MG),0.868,Minas Gerais
1105,Smartfit,Maringá - Av. Tuiuti,1982,Panobianco,MARINGÁ,0.658,Paraná
1131,Smartfit,Praia da Costa,1133,Smartfit,Praia da Costa II,0.577,Espírito Santo
1132,Smartfit,Reta da Penha,1134,Smartfit,Praia do Canto,0.893,Espírito Santo
1132,Smartfit,Reta da Penha,1135,Smartfit,Praia do Canto I,0.893,Espírito Santo
1134,Smartfit,Praia do Canto,1135,Smartfit,Praia do Canto I,0.0,Espírito Santo
1141,Smartfit,Buriti Shopping,1644,Skyfit,NOVA ERA (GO),0.572,Goiás
1142,Smartfit,Goiânia Alto Bueno,1555,Skyfit,GOIÂNIA 3 – AV T-63 (GO),0.693,Goiás
1148,Smartfit,Jardim Europa,1149,Smartfit,Vila Alpes,0.708,Goiás
1151,Smartfit,Setor Oeste,2105,Panobianco,SETOR OESTE,0.407,Goiás
1174,Smartfit,Recanto das Emas,1470,Skyfit,BRASÍLIA (DF),0.214,Distrito Federal
1178,Smartfit,Samambaia III,2070,Panobianco,SAMAMBAIA,0.363,Distrito Federal
1182,Smartfit,Samambaia Norte,1710,Skyfit,SAMAMBAIA – BRASÍLIA (DF),0.917,Distrito Federal
1185,Smartfit,Guará II Unidade 2,1188,Smartfit,Guará II Unidade 3,0.666,Distrito Federal
1187,Smartfit,Manhattan Shopping,1190,Smartfit,Águas Claras I,0.554,Distrito Federal
1187,Smartfit,Manhattan Shopping,1192,Smartfit,Águas Claras V,0.676,Distrito Federal
1189,Smartfit,Águas Claras VI - Rua Manacá,1190,Smartfit,Águas Claras I,0.927,Distrito Federal
1189,Smartfit,Águas Claras VI - Rua Manacá,1192,Smartfit,Águas Claras V,0.857,Distrito Federal
1190,Smartfit,Águas Claras I,1192,Smartfit,Águas Claras V,0.122,Distrito Federal
1191,Smartfit,511 Sul,1194,Smartfit,509 Sul,0.607,Distrito Federal
1191,Smartfit,511 Sul,1197,Smartfit,Dom Bosco,0.936,Distrito Federal
1193,Smartfit,Águas Claras IV,1195,Smartfit,DF Plaza Shopping,0.348,Distrito Federal
1194,Smartfit,509 Sul,1197,Smartfit,Dom Bosco,0.794,Distrito Federal
1199,Smartfit,Dia-a-Dia Rua 4A,1200,Smartfit,Taguatinga Norte,0.688,Distrito Federal
1200,Smartfit,Taguatinga Norte,1228,Smartfit,Brazlândia,0.436,Distrito Federal
1204,Smartfit,Sudoeste I,1205,Smartfit,SIG,0.115,Distrito Federal
1210,Smartfit,Ceilandia Mall,1213,Smartfit,Ceilândia Norte,0.911,Distrito Federal
1213,Smartfit,Ceilândia Norte,1504,Skyfit,CEILÂNDIA – BRASÍLIA (DF),0.948,Distrito Federal
1216,Smartfit,Assaí Asa Norte,1217,Smartfit,Boulevard Brasília,0.66,Distrito Federal
1225,Smartfit,Sobradinho Central,1680,Skyfit,PLANALTINA – BRASÍLIA (DF),0.0,Distrito Federal
1230,Smartfit,Júlio de Castilho,1748,Skyfit,TAMANDARÉ – CAMPO GRANDE (MS),0.791,Mato Grosso do Sul
1232,Smartfit,Porto Seguro,1685,Skyfit,PORTO SEGURO (BA),0.0,State of Bahia
1240,Smartfit,CPA II,1522,Skyfit,CPA – CUIABÁ (MT),0.132,Mato Grosso
1245,Smartfit,Federação,1709,Skyfit,SALVADOR (BA),0.931,Bahia
1247,Smartfit,Assaí Vasco da Gama,1248,Smartfit,Brotas,0.795,Bahia
1248,Smartfit,Brotas,1249,Smartfit,Avenida Dom João VI,0.826,Bahia
1249,Smartfit,Avenida Dom João VI,1709,Skyfit,SALVADOR (BA),0.825,Bahia
1250,Smartfit,Pituba,1679,Skyfit,PITUBA (BA),0.216,Bahia
1256,Smartfit,Pernambués,1259,Smartfit,Cabula,0.741,Bahia
1271,Smartfit,Parque Shopping Bahia,1614,Skyfit,LAURO DE FREITAS (BA),0.762,Bahia
1273,Smartfit,Atakarejo Simões Filho,1739,Skyfit,SIMÕES FILHO (BA),0.052,Bahia
1284,Smartfit,Petrolina,2034,Panobianco,PETROLINA,0.937,Pernambuco
1311,Smartfit,Shopping Guararapes,1669,Skyfit,PRAZERES – JABOATÃO DOS GUARARAPES (PE),0.717,Pernambuco
1312,Smartfit,Setúbal,1423,Skyfit,AVENIDA NORTE – RECIFE (PE),0.728,Pernambuco
1313,Smartfit,Conselheiro Aguiar,1314,Smartfit,Shopping Recife,0.957,Pernambuco
1313,Smartfit,Conselheiro Aguiar,1458,Skyfit,BOA VIAGEM – RECIFE (PE),0.573,Pernambuco
1313,Smartfit,Conselheiro Aguiar,2103,Panobianco,SELECT GYM BY PANOBIANCO,0.146,Pernambuco
1314,Smartfit,Shopping Recife,1315,Smartfit,Mix Mateus Boa Viagem,0.49,Pernambuco
1314,Smartfit,Shopping Recife,2103,Panobianco,SELECT GYM BY PANOBIANCO,0.811,Pernambuco
1317,Smartfit,Boa Vista II,1318,Smartfit,Boa Vista,0.303,Pernambuco
1319,Smartfit,Torre,1321,Smartfit,Desembargador Góis Cavalcante,0.859,Pernambuco
1319,Smartfit,Torre,1322,Smartfit,Aflitos,0.907,Pernambuco
1324,Smartfit,Patteo Olinda Shopping,1649,Skyfit,OLINDA (PE),0.573,Pernambuco
1340,Smartfit,Av. Roberto Freire,1341,Smartfit,Capim Macio II,0.937,Rio Grande do Norte
1344,Smartfit,Lagoa Nova,1345,Smartfit,Midway,0.827,Rio Grande do Norte
1346,Smartfit,Igapó,1925,Panobianco,IGAPÓ,0.496,Rio Grande do Norte
1350,Smartfit,Shopping Pitaguary,1624,Skyfit,MARACANAÚ (CE),0.282,Ceará
1357,Smartfit,Manhattan Center III,1359,Smartfit,Holandeses,0.989,Maranhão
1357,Smartfit,Manhattan Center III,1360,Smartfit,Holandeses Barramar,0.946,Maranhão
1357,Smartfit,Manhattan Center III,1476,Skyfit,CALHAU – SÃO LUÍS (MA),0.954,Maranhão
1358,Smartfit,Parnaíba,1657,Skyfit,PARNAÍBA (PI),0.297,Piauí
1359,Smartfit,Holandeses,1360,Smartfit,Holandeses Barramar,0.319,Maranhão
1359,Smartfit,Holandeses,1476,Skyfit,CALHAU – SÃO LUÍS (MA),0.777,Maranhão
1360,Smartfit,Holandeses Barramar,1476,Skyfit,CALHAU – SÃO LUÍS (MA),0.464,Maranhão
1376,Smartfit,North Shopping,1377,Smartfit,Cometa Presidente Kennedy,0.666,Ceará
1376,Smartfit,North Shopping,1378,Smartfit,RioMar Kennedy,0.966,Ceará
1377,Smartfit,Cometa Presidente Kennedy,1378,Smartfit,RioMar Kennedy,0.45,Ceará
1381,Smartfit,Dionísio Torres,1384,Smartfit,Barbosa de Freitas,0.982,Ceará
1381,Smartfit,Dionísio Torres,1385,Smartfit,Santos Dumont,0.957,Ceará
1382,Smartfit,Vicente Linhares,1384,Smartfit,Barbosa de Freitas,0.855,Ceará
1384,Smartfit,Barbosa de Freitas,1385,Smartfit,Santos Dumont,0.969,Ceará
1384,Smartfit,Barbosa de Freitas,1388,Smartfit,Meireles,0.937,Ceará
1385,Smartfit,Santos Dumont,1387,Smartfit,Papicu,0.987,Ceará
1385,Smartfit,Santos Dumont,1388,Smartfit,Meireles,0.919,Ceará
1386,Smartfit,José Lourenço,1389,Smartfit,Iracema,0.88,Ceará
1388,Smartfit,Meireles,1390,Smartfit,Mucuripe,0.964,Ceará
1397,Smartfit,Dr. Freitas,1666,Skyfit,PEDREIRA – BELÉM (PA),0.945,Pará
1404,Smartfit,Shopping Cidade Leste,1406,Smartfit,Assaí Manaus Grande Circular,0.811,Amazonas
1411,Smartfit,Avenida Torquato Tapajós,1412,Smartfit,Shopping Manaus Via Norte,0.467,Amazonas
1415,Smartfit,Ville Roy,1786,Skyfit,VILLE ROY – BOA VISTA (RR),0.178,Roraima
1425,Skyfit,AMERICANA (SP),1800,Panobianco,AMERICANA II,0.576,São Paulo
1426,Skyfit,AMÉRICO BRASILIENSE (SP),1809,Panobianco,ARARAQUARA CENTRO,0.995,São Paulo
1427,Skyfit,AMOREIRAS – CAMPINAS (SP),2045,Panobianco,PQ INDUSTRIAL,0.616,São Paulo
1429,Skyfit,AMPARO (SP),1803,Panobianco,AMPARO,0.829,São Paulo
1433,Skyfit,ANDRADE NEVES – CAMPINAS (SP),1867,Panobianco,CASTELO,0.716,São Paulo
1450,Skyfit,AVIAÇÃO – PRAIA GRANDE (SP),1821,Panobianco,AVIAÇÃO,0.252,São Paulo
1458,Skyfit,BOA VIAGEM – RECIFE (PE),2103,Panobianco,SELECT GYM BY PANOBIANCO,0.645,Pernambuco
1469,Skyfit,BRAGANÇA PAULISTA (SP),1840,Panobianco,BRAGANÇA PAULISTA,0.922,São Paulo
1475,Skyfit,CAJAMAR (SP),1847,Panobianco,CAJAMAR,0.794,São Paulo
1479,Skyfit,CAMINHO DO MAR – SÃO BERNARDO DO CAMPO (SP),2126,Panobianco,TAQUARITINGA,0.931,São Paulo
1481,Skyfit,CAMPINAS – OURO VERDE (SP),2117,Panobianco,SPAZIO OURO VERDE,0.0,São Paulo
1482,Skyfit,CAMPINAS – TAQUARAL (SP),2125,Panobianco,TAQUARAL,0.961,São Paulo
1483,Skyfit,CAMPINAS – VILA UNIÃO (SP),2066,Panobianco,RUY RODRIGUES,0.991,São Paulo
1487,Skyfit,CAMPO GRANDE – CAMPINAS (SP),1852,Panobianco,CAMPO GRANDE II,0.426,São Paulo
1489,Skyfit,CAMPO LIMPO PAULISTA (SP),1853,Panobianco,CAMPO LIMPO PAULISTA,0.59,São Paulo
1495,Skyfit,CAMPO LIMPO – SÃO PAULO (SP),1864,Panobianco,CARLOS LACERDA,0.357,São Paulo
1496,Skyfit,CANDEIAS – JABOATÃO DOS GUARARAPES (PE),1588,Skyfit,PIEDADE – JABOATÃO DOS GUARARAPES (PE),0.804,Pernambuco
1497,Skyfit,CANTO DO FORTE – PRAIA GRANDE (SP),2021,Panobianco,PARIS,0.097,São Paulo
1499,Skyfit,CARAPICUÍBA – ARISTON (SP),2158,Panobianco,VILA LURDES,0.872,São Paulo
1507,Skyfit,CISPER – SÃO PAULO (SP),1837,Panobianco,BOTURUSSU,0.931,São Paulo
1513,Skyfit,COSMÓPOLIS (SP),1884,Panobianco,COSMÓPOLIS,0.684,São Paulo
1513,Skyfit,COSMÓPOLIS (SP),2063,Panobianco,ROSAMELIA,0.964,São Paulo
1520,Skyfit,CT SALIM (SP),1805,Panobianco,ANÁLIA FRANCO,0.212,São Paulo
1529,Skyfit,EMBU DAS ARTES (SP),1900,Panobianco,EMBU DAS ARTES,0.09,São Paulo
1529,Skyfit,EMBU DAS ARTES (SP),2143,Panobianco,VAZAME,0.899,São Paulo
1533,Skyfit,ESPÍRITO SANTO DO PINHAL (SP),2039,Panobianco,PINHAL,0.453,São Paulo
1534,Skyfit,ESTAÇÃO GRAMADO – EMBU DAS ARTES (SP),1901,Panobianco,EMBU DAS ARTES CENTRO,0.86,São Paulo
1536,Skyfit,ESTRADA DOS ROMEIROS – BARUERI (SP),1862,Panobianco,CAPITÃO FRANCISCO,0.199,São Paulo
1543,Skyfit,FRANCISCO MORATO (SP),1998,Panobianco,MORATO CENTRO,0.706,São Paulo
1562,Skyfit,HUGO CABRAL (PR),1974,Panobianco,LONDRINA CENTRO,0.216,Paraná
1563,Skyfit,IBITINGA (SP),1923,Panobianco,IBITINGA,0.524,São Paulo
1567,Skyfit,INDAIATUBA (SP),1961,Panobianco,JD HUBERT,0.707,São Paulo
1576,Skyfit,ITAIM PAULISTA – SÃO PAULO (SP),2133,Panobianco,TIBURCIO,0.417,
1578,Skyfit,ITAQUÁ (SP),1977,Panobianco,MARECHAL TITO,0.757,São Paulo
1580,Skyfit,ITATIBA (SP),1940,Panobianco,ITATIBA,0.493,São Paulo
1583,Skyfit,ITAPIRA (SP),1938,Panobianco,ITAPIRA,0.134,São Paulo
1585,Skyfit,ITÚ – SÃO VICENTE (SP),1943,Panobianco,ITU,0.929,São Paulo
1592,Skyfit,JACU PÊSSEGO – SÃO PAULO (SP),1813,Panobianco,ARENA,0.844,São Paulo
1594,Skyfit,JATOBÁ (SP),1745,Skyfit,SUMARÉ (SP),0.191,São Paulo
1598,Skyfit,JARDIM ANGÉLICA – CARAPICUÍBA (SP),1978,Panobianco,MARIA BEATRIZ,0.623,São Paulo
1602,Skyfit,JARDIM SÃO PAULO – RIO CLARO (SP),2067,Panobianco,SABURÔ AKAMINE,0.331,São Paulo
1615,Skyfit,LEME (SP),1970,Panobianco,LEME,0.962,São Paulo
1623,Skyfit,MANSÕES – CAMPINAS (SP),1877,Panobianco,CHÁCARA PRIMAVERA,0.947,São Paulo
1631,Skyfit,METRÔ CAPÃO – CAPÃO REDONDO (SP),1860,Panobianco,CAPÃO REDONDO,0.999,São Paulo
1635,Skyfit,MOGI DAS CRUZES (SP),1797,Panobianco,ALTO IPIRANGA,0.556,São Paulo
1637,Skyfit,MOGI GUAÇU (SP),2060,Panobianco,ROLDÃO MOGI GUAÇU,0.621,São Paulo
1638,Skyfit,MOGI MIRIM (SP),1993,Panobianco,MOGI MIRIM CENTRO,0.854,São Paulo
1641,Skyfit,MONTE MOR (SP),1955,Panobianco,JARDIM PAULISTA,0.046,São Paulo
1645,Skyfit,NOVA EUROPA (SP),2005,Panobianco,NOVA EUROPA,0.429,São Paulo
1647,Skyfit,NOVA ODESSA (SP),1916,Panobianco,GREEN VILLAGE / SP,0.981,São Paulo
1650,Skyfit,ÔNIX – OSASCO (SP),1987,Panobianco,MEDICI,0.883,São Paulo
1652,Skyfit,PADRE ANCHIETA – CAMPINAS (SP),2015,Panobianco,PADRE ANCHIETA,0.704,São Paulo
1678,Skyfit,PIRASSUNUNGA (SP),2042,Panobianco,PIRASSUNUNGA,0.767,São Paulo
1681,Skyfit,PRAÇA DA SÉ (SP),2055,Panobianco,REPÚBLICA,0.96,São Paulo
1684,Skyfit,PONTE GRANDE – GUARULHOS (SP),1921,Panobianco,GUARULHOS PTE. GRANDE,0.26,São Paulo
1693,Skyfit,RAPOSO TAVARES – PIRACICABA (SP),2024,Panobianco,PAULICÉIA PIRACICABA,0.996,São Paulo
1698,Skyfit,RIBEIRÃO PRETO (SP),2094,Panobianco,SAUDADE,0.686,São Paulo
1706,Skyfit,ROSOLEM – HORTOLÂNDIA (SP),2065,Panobianco,ROSOLÉM,0.179,São Paulo
1718,Skyfit,SANTA TEREZINHA (SP),2076,Panobianco,SANTA TEREZINHA,0.548,São Paulo
1725,Skyfit,SÃO JOSÉ DOS CAMPOS – PALMEIRAS DE SÃO JOSÉ (SP),2111,Panobianco,SJC FERRADURA,0.982,São Paulo
1725,Skyfit,SÃO JOSÉ DOS CAMPOS – PALMEIRAS DE SÃO JOSÉ (SP),2113,Panobianco,SJC MORUMBI,0.778,São Paulo
1730,Skyfit,SÃO VITO – AMERICANA (SP),2092,Panobianco,SÃO VITO,0.946,São Paulo
1733,Skyfit,SERRA DE PARIMA – ITAPEVI (SP),2064,Panobianco,ROSEMARY,0.325,São Paulo
1746,Skyfit,SUZANO (SP),2122,Panobianco,SUZANO – JARDIM DONA BENTA,0.304,São Paulo
1750,Skyfit,TATUAPÉ (SP),1865,Panobianco,CARRÃO,0.715,São Paulo
1767,Skyfit,UTINGA (SP),1822,Panobianco,BARCELONA,0.9,São Paulo
1773,Skyfit,VÁRZEA PAULISTA (SP),2142,Panobianco,VÁRZEA PACAEMBU,0.845,São Paulo
1774,Skyfit,VICENTE DE CARVALHO – GUARUJÁ (SP),2148,Panobianco,VICENTE DE CARVALHO,0.591,São Paulo
1778,Skyfit,VILA MARIETA – CAMPINAS (SP),2176,Panobianco,WASHINGTON LUIZ,0.767,São Paulo
1779,Skyfit,VILA NOVA – SOROCABA (SP),2079,Panobianco,SANTOS DUMONT SOROCABA,0.406,São Paulo
1781,Skyfit,VILA ROMANA – BRAGANÇA PAULISTA (SP),1969,Panobianco,LAPA,0.744,State of São Paulo
1787,Skyfit,VINHEDO (SP),2171,Panobianco,VINHEDO,0.338,São Paulo
1788,Skyfit,VISTA ALEGRE – BAURU (SP),2172,Panobianco,VISTA ALEGRE,0.778,São Paulo
1814,Panobianco,ARTHUR ALVIM,1999,Panobianco,NHOCUNÉ,0.833,São Paulo
1828,Panobianco,BELÉM,1829,Panobianco,BELENZINHO,0.015,
1843,Panobianco,BRASILÂNDIA,1886,Panobianco,CRUZEIRO DO SUL,0.0,São Paulo
1843,Panobianco,BRASILÂNDIA,1919,Panobianco,GUARARAPES,0.0,São Paulo
1843,Panobianco,BRASILÂNDIA,1935,Panobianco,ITAJAÍ – SC,0.0,São Paulo
1843,Panobianco,BRASILÂNDIA,2020,Panobianco,PARANAVAÍ – PR,0.0,São Paulo
1864,Panobianco,CARLOS LACERDA,2124,Panobianco,TABOÃO DA SERRA,0.934,São Paulo
1871,Panobianco,CAXIAS RJ,1876,Panobianco,CHÁCARA ANTONIETA,0.0,São Paulo
1871,Panobianco,CAXIAS RJ,2052,Panobianco,RECANTO FORTUNA,0.0,São Paulo
1876,Panobianco,CHÁCARA ANTONIETA,2052,Panobianco,RECANTO FORTUNA,0.0,São Paulo
1884,Panobianco,COSMÓPOLIS,2063,Panobianco,ROSAMELIA,0.89,São Paulo
1886,Panobianco,CRUZEIRO DO SUL,1919,Panobianco,GUARARAPES,0.0,São Paulo
1886,Panobianco,CRUZEIRO DO SUL,1935,Panobianco,ITAJAÍ – SC,0.0,São Paulo
1886,Panobianco,CRUZEIRO DO SUL,2020,Panobianco,PARANAVAÍ – PR,0.0,São Paulo
1900,Panobianco,EMBU DAS ARTES,2143,Panobianco,VAZAME,0.914,São Paulo
1919,Panobianco,GUARARAPES,1935,Panobianco,ITAJAÍ – SC,0.0,São Paulo
1919,Panobianco,GUARARAPES,2020,Panobianco,PARANAVAÍ – PR,0.0,São Paulo
1935,Panobianco,ITAJAÍ – SC,2020,Panobianco,PARANAVAÍ – PR,0.0,São Paulo
2023,Panobianco,PARQUE INDEPEDÊNCIA,2140,Panobianco,VALO VELHO,0.811,São Paulo
2026,Panobianco,PAULISTA VALINHOS,2104,Panobianco,SERRARIA,0.796,São Paulo
2032,Panobianco,PERUS,2033,Panobianco,PERUS RECANTO,0.847,São Paulo
2080,Panobianco,SÃO CAETANO (JARDIM SÃO CAETANO),2126,Panobianco,TAQUARITINGA,0.609,São Paulo
2088,Panobianco,SÃO RAFAEL – ZL / SP,2089,Panobianco,SÃO RAFAEL ZL,0.0,São Paulo
